date,coin,open,high,low,close,volume,tweet_count,avg_score,pct_positive,pct_negative,pct_neutral,sentiment_gap,vader_mean,vader_std,vader_pos_mean,vader_neg_mean,sentiment_7d_avg,sentiment_7d_std,sentiment_momentum,volume_7d_avg,price_return,price_7d_volatility,price_7d_momentum
2021-04-25,BTC,50052.83203125,50506.01953125,47159.484375,49004.25390625,46117114240,0,2.0,0.0,0.0,1.0,True,,,,,2.2,0.27386127875257915,0.0,0.14285714285714285,-0.02091099195802515,0.019708709884375838,-0.12828920831085744
2021-04-26,BTC,49077.79296875,54288.00390625,48852.796875,54021.75390625,58284039825,0,2.0,0.0,0.0,1.0,True,,,,,2.1,0.223606797749973,0.0,0.14285714285714285,0.10238907033660749,0.05041930084557013,-0.030552429891264277
2021-04-27,BTC,54030.3046875,55416.96484375,53319.1875,55033.1171875,49448222757,0,,,,,True,,,,,2.0,0.0,,0.14285714285714285,0.018721407731506323,0.05075146972189622,-0.02549737512983241
2021-04-28,BTC,55036.63671875,56227.20703125,53887.91796875,54824.703125,48000572955,0,,,,,True,,,,,2.0,0.0,,0.14285714285714285,-0.003787066282106566,0.04721045244901479,0.017040992658021725
2021-04-29,BTC,54858.08984375,55115.84375,52418.02734375,53555.109375,46088929780,0,,,,,True,,,,,2.0,0.0,,0.14285714285714285,-0.02315733013830157,0.045050936736037064,0.034635958168737435
2021-04-30,BTC,53568.6640625,57900.71875,53129.6015625,57750.17578125,52395931985,2,2.0,0.0,0.0,1.0,False,0.27225,0.0649831131910437,0.08149999999999999,0.0,2.0,0.0,,0.2857142857142857,0.07833176806484676,0.05150415707346831,0.13028083004745805
2021-05-01,BTC,57714.6640625,58448.33984375,57052.2734375,57828.05078125,42836427360,0,2.0,0.0,0.0,1.0,True,,,,,2.0,0.0,0.0,0.2857142857142857,0.0013484807439372304,0.04935965574579817,0.15538559131483587
2021-05-02,BTC,57825.86328125,57902.59375,56141.90625,56631.078125,38177405335,2,2.5,0.5,0.0,0.5,False,-0.11315,0.1600182645825157,0.0,0.0395,2.125,0.24999999999999323,0.5,0.5714285714285714,-0.020698824187899145,0.04932907890996623,0.1556359624072814
2021-05-03,BTC,56620.2734375,58973.30859375,56590.87109375,57200.29296875,51713139031,0,2.5,0.5,0.0,0.5,True,,,,,2.25,0.2886751345948086,0.0,0.5714285714285714,0.010051280367532334,0.03425392565779268,0.05883813154263873
2021-05-04,BTC,57214.1796875,57214.1796875,53191.42578125,53333.5390625,68564706967,0,2.5,0.5,0.0,0.5,True,,,,,2.3,0.27386127875258015,0.0,0.5714285714285714,-0.06760024652955021,0.04414855817805414,-0.03088282495809691
2021-05-05,BTC,53252.1640625,57911.36328125,52969.0546875,57424.0078125,69241316747,2,2.0,0.0,0.0,1.0,False,-0.3931,0.30433875862269005,0.039,0.095,2.25,0.2738612787525803,-0.5,0.8571428571428571,0.07669599321369813,0.05357828434710679,0.04741119494206103
2021-05-06,BTC,57441.30859375,58363.31640625,55382.5078125,56396.515625,69523285106,0,2.0,0.0,0.0,1.0,True,,,,,2.2142857142857144,0.2672612419124218,0.0,0.8571428571428571,-0.01789307689659958,0.05310532950353591,0.05305574543978797
2021-05-07,BTC,56413.953125,58606.6328125,55321.84765625,57356.40234375,68434023376,0,2.0,0.0,0.0,1.0,True,,,,,2.2142857142857144,0.2672612419124218,0.0,0.5714285714285714,0.017020319573156195,0.04395650260193222,-0.006818566907771162
2021-05-08,BTC,57352.765625,59464.61328125,56975.2109375,58803.77734375,65382980634,2,2.5,0.5,0.0,0.5,False,0.224,0.672599970264644,0.071,0.0265,2.2857142857142856,0.2672612419124223,0.5,0.8571428571428571,0.02523475916996243,0.04500713918707386,0.016872893851998416
2021-05-09,BTC,58877.390625,59210.8828125,56482.00390625,58232.31640625,65906690347,0,2.5,0.5,0.0,0.5,True,,,,,2.2857142857142856,0.2672612419124223,0.0,0.5714285714285714,-0.009718099130935132,0.044217392523941225,0.028274903714805344
2021-05-10,BTC,58250.87109375,59519.35546875,54071.45703125,55859.796875,71776546298,1,3.0,1.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2.357142857142857,0.37796447300922614,0.5,0.7142857142857143,-0.04074231762821234,0.047278949643974125,-0.02343512636346723
2021-05-11,BTC,55847.2421875,56872.54296875,54608.65234375,56704.57421875,61308396325,0,3.0,1.0,0.0,0.0,True,,,,,2.4285714285714284,0.44986770542121807,0.0,0.7142857142857143,0.01512317249631967,0.0376275146561567,0.06320666536491393
2021-05-12,BTC,56714.53125,57939.36328125,49150.53515625,49150.53515625,75215403907,1,2.0,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,2.4285714285714284,0.44986770542121807,-1.0,0.5714285714285714,-0.1332174549686006,0.054782001242486444,-0.14407689347048747
2021-05-13,BTC,49735.43359375,51330.84375,46980.01953125,49716.19140625,96721152926,3,2.333333333333333,0.3333333333333333,0.0,0.6666666666666666,False,0.44670000000000004,0.3868538095973723,0.08900000000000001,0.0,2.476190476190476,0.41307979935470135,0.33333333333333304,1.0,0.011508648851976444,0.05613449328312845,-0.11845278284867444
2021-05-14,BTC,49682.98046875,51438.1171875,48868.578125,49880.53515625,55737497453,1,2.0,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,2.476190476190476,0.41307979935470135,-0.33333333333333304,1.1428571428571428,0.00330563837155351,0.05500158704269968,-0.130340587659167
2021-05-15,BTC,49855.49609375,50639.6640625,46664.140625,46760.1875,59161047474,1,2.0,0.0,0.0,1.0,False,-0.4404,0.0,0.0,0.146,2.4047619047619047,0.4498677054212179,0.0,1.0,-0.06255641898138342,0.053390364601591106,-0.2048097994342546
2021-05-16,BTC,46716.63671875,49720.04296875,43963.3515625,46456.05859375,64047871555,0,2.0,0.0,0.0,1.0,True,,,,,2.333333333333333,0.4714045207910305,0.0,1.0,-0.0065040138312105755,0.05361622692316502,-0.20222890895056456
2021-05-17,BTC,46415.8984375,46623.55859375,42207.2890625,43537.51171875,74903638450,1,3.0,1.0,0.0,0.0,False,0.4939,0.0,0.106,0.0,2.333333333333333,0.4714045207910305,1.0,1.0,-0.06282381595309616,0.054956193342657916,-0.22059308922701848
2021-05-18,BTC,43488.05859375,45812.45703125,42367.83203125,42909.40234375,56187365084,2,2.5,0.5,0.0,0.5,False,0.3548,0.5017629719299741,0.0845,0.0,2.261904761904762,0.3831780223674047,-0.5,1.2857142857142858,-0.014426855146374762,0.05162415374779667,-0.24328146476829504
2021-05-19,BTC,42944.9765625,43546.1171875,30681.49609375,37002.44140625,126358098747,4,1.75,0.0,0.25,0.75,False,0.06227499999999998,0.46129238287663066,0.081,0.10575,2.226190476190476,0.42140166715304217,-0.75,1.7142857142857142,-0.13766122609163733,0.053001772243124384,-0.2471609660277574
2021-05-20,BTC,36753.66796875,42462.984375,35050.6171875,40782.73828125,88281943359,2,2.5,0.5,0.0,0.5,False,0.6152500000000001,0.24727524138093562,0.16699999999999998,0.044,2.25,0.4330127018922175,0.75,1.5714285714285714,0.10216344466291027,0.07411429011394552,-0.17968900819456057
2021-05-21,BTC,40596.94921875,42172.171875,33616.453125,37304.69140625,82051616861,2,1.5,0.0,0.5,0.5,False,-0.2348,0.33205734444520274,0.0,0.0585,2.1785714285714284,0.5146658647908857,-1.0,1.7142857142857142,-0.08528232829817228,0.07591720218227942,-0.25211926276665564
2021-05-22,BTC,37371.03125,38831.0546875,35383.68359375,37536.6328125,57377273240,3,2.333333333333333,0.3333333333333333,0.0,0.6666666666666666,False,0.42743333333333333,0.4641082237294803,0.14633333333333332,0.04933333333333334,2.2261904761904763,0.5107961417363063,0.833333333333333,2.0,0.006217486259949112,0.07667947035614507,-0.1972523033082363
2021-05-23,BTC,37531.44921875,38289.21875,31227.33984375,34770.58203125,78469274361,1,2.0,0.0,0.0,1.0,False,0.877,0.0,0.18,0.0,2.2261904761904763,0.5107961417363063,-0.33333333333333304,2.142857142857143,-0.0736893688644572,0.07769016087232185,-0.2515382689841904
2021-05-24,BTC,34700.36328125,39835.140625,34551.08203125,38705.98046875,67359584098,3,1.6666666666666667,0.0,0.3333333333333333,0.6666666666666666,False,-0.1858,0.3218150400462974,0.0,0.030333333333333334,2.0357142857142856,0.41347987673598485,-0.33333333333333326,2.4285714285714284,0.11318183957815453,0.09487171722522333,-0.11097398678205206
2021-05-25,BTC,38795.78125,39776.3515625,36581.4296875,38402.22265625,56211915803,1,2.0,0.0,0.0,1.0,False,0.8271,0.0,0.307,0.154,1.9642857142857142,0.3595816204965682,0.33333333333333326,2.2857142857142856,-0.007847826326095597,0.09488533147183352,-0.10503944220412798
2021-05-26,BTC,38392.625,40782.078125,37905.8359375,39294.19921875,51346735160,4,2.25,0.25,0.0,0.75,False,0.337175,0.36060395981371773,0.1385,0.02425,2.0357142857142856,0.359581620496569,0.25,2.2857142857142856,0.023227211885217036,0.07715996488620541,0.06193531360103455
2021-05-27,BTC,39316.890625,40379.6171875,37247.90234375,38436.96875,43210968721,0,2.25,0.25,0.0,0.75,True,,,,,2.0,0.31549490810000963,0.0,2.0,-0.021815700174415475,0.0662402209012299,-0.05751868633912882
2021-05-28,BTC,38507.08203125,38856.96875,34779.0390625,35697.60546875,55200191952,2,3.0,1.0,0.0,0.0,False,0.44975,0.38445395693112594,0.123,0.0235,2.2142857142857144,0.4134798767359865,0.75,2.0,-0.07126897282320166,0.06362513787306796,-0.04307999548900576
2021-05-29,BTC,35684.15625,37234.5,33693.9296875,34616.06640625,45231013335,1,2.0,0.0,0.0,1.0,False,0.8555,0.0,0.199,0.0,2.1666666666666665,0.4166666666666641,-1.0,1.7142857142857142,-0.03029724398312339,0.06408840190553455,-0.07780576432730613
2021-05-30,BTC,34607.40625,36400.66796875,33520.73828125,35678.12890625,31646080921,0,2.0,0.0,0.0,1.0,True,,,,,2.1666666666666665,0.4166666666666641,0.0,1.5714285714285714,0.03068120125307594,0.05865429800752598,0.02610099750945616
2021-05-31,BTC,35658.59375,37468.25,34241.9453125,37332.85546875,39009847639,0,2.0,0.0,0.0,1.0,True,,,,,2.2142857142857144,0.36596252735569745,0.0,1.1428571428571428,0.04637929771620186,0.04088563032791068,-0.035475783932372384
2021-06-01,BTC,37293.79296875,37896.734375,35787.0859375,36684.92578125,34639423297,0,2.0,0.0,0.0,1.0,True,,,,,2.2142857142857144,0.36596252735569745,0.0,1.0,-0.017355481635803582,0.04117536911467289,-0.04471868439418336
2021-06-02,BTC,36699.921875,38231.33984375,35966.30859375,37575.1796875,33070867190,1,3.0,1.0,0.0,0.0,False,-0.4588,0.0,0.147,0.276,2.3214285714285716,0.47245559126153297,1.0,0.5714285714285714,0.02426756732611457,0.04129920581574032,-0.04374741222439105
2021-06-03,BTC,37599.41015625,39478.953125,37243.97265625,39208.765625,35460750427,0,3.0,1.0,0.0,0.0,True,,,,,2.4285714285714284,0.5345224838248486,0.0,0.5714285714285714,0.043475133082156336,0.04429839435515002,0.020079545814860822
2021-06-04,BTC,39242.484375,39242.484375,35717.72265625,36894.40625,41831090187,0,3.0,1.0,0.0,0.0,True,,,,,2.4285714285714284,0.5345224838248486,0.0,0.2857142857142857,-0.05902658087058821,0.04096139919205612,0.03352608012595382
2021-06-05,BTC,36880.15625,37917.71484375,34900.4140625,35551.95703125,35959473399,0,3.0,1.0,0.0,0.0,True,,,,,2.5714285714285716,0.5345224838248497,0.0,0.14285714285714285,-0.03638625350557034,0.041900839295339824,0.027036307765778478
2021-06-06,BTC,35538.609375,36436.421875,35304.578125,35862.37890625,28913440585,2,2.5,0.5,0.0,0.5,False,0.5026999999999999,0.08810550493584374,0.14,0.0,2.642857142857143,0.47559486560567255,-0.5,0.42857142857142855,0.008731498936251025,0.040416703769934274,0.005164228216231415
2021-06-07,BTC,35835.265625,36790.5703125,33480.640625,33560.70703125,33683936663,2,2.5,0.5,0.0,0.5,False,0.2844,0.4022023371389082,0.0585,0.0,2.7142857142857144,0.3933978962347243,0.0,0.7142857142857143,-0.06418068028941804,0.04151614343095181,-0.10104098360913027
2021-06-08,BTC,33589.51953125,34017.38671875,31114.443359375,33472.6328125,49902050442,1,3.0,1.0,0.0,0.0,False,0.8825,0.0,0.273,0.0,2.857142857142857,0.2439750182371404,0.5,0.8571428571428571,-0.0026243254847995168,0.04171151497428154,-0.08756438510751552
2021-06-09,BTC,33416.9765625,37537.37109375,32475.865234375,37345.12109375,53972919008,0,3.0,1.0,0.0,0.0,True,,,,,2.857142857142857,0.2439750182371404,0.0,0.7142857142857143,0.11569117681725527,0.06361382095659471,-0.00612262125326668
2021-06-10,BTC,37389.515625,38334.32421875,35847.59375,36702.59765625,43576032854,2,2.0,0.0,0.0,1.0,False,-0.019850000000000007,0.5680188773271536,0.0385,0.1015,2.7142857142857144,0.3933978962347243,-1.0,1.0,-0.01720501684509279,0.06090798779928332,-0.06391856333146162
2021-06-11,BTC,36697.03125,37608.6953125,36044.44921875,37334.3984375,38699736985,1,3.0,1.0,0.0,0.0,False,0.4753,0.0,0.088,0.0,2.7142857142857144,0.3933978962347243,1.0,1.1428571428571428,0.01721406171757467,0.05691891779102911,0.011925715365049383
2021-06-12,BTC,37340.14453125,37408.92578125,34728.19140625,35552.515625,37924228550,0,3.0,1.0,0.0,0.0,True,,,,,2.7142857142857144,0.3933978962347243,0.0,1.1428571428571428,-0.047727642256857994,0.058370940014545486,1.5712039410642475e-05
2021-06-13,BTC,35555.7890625,39322.78125,34864.109375,39097.859375,40669112838,1,3.0,1.0,0.0,0.0,False,0.2714,0.0,0.176,0.111,2.7857142857142856,0.39339789623472515,0.0,1.0,0.09972131894675185,0.06936740322067796,0.09021934872775916
2021-06-14,BTC,39016.96875,40978.36328125,38757.28515625,40218.4765625,43148914673,2,2.5,0.5,0.0,0.5,False,0.29525,0.41754655429065635,0.0565,0.0,2.7857142857142856,0.39339789623472515,-0.5,1.0,0.028661855288592664,0.06009124736414746,0.19837989482911156
2021-06-15,BTC,40427.16796875,41295.26953125,39609.46875,40406.26953125,46420149185,2,3.0,1.0,0.0,0.0,False,0.8938,0.05967981233214463,0.216,0.0,2.7857142857142856,0.39339789623472515,0.5,1.1428571428571428,0.004669320789865594,0.05953898891093952,0.2071434523119049
2021-06-16,BTC,40168.69140625,40516.77734375,38176.03515625,38347.0625,39211635100,1,1.0,0.0,1.0,0.0,False,-0.3687,0.0,0.059,0.124,2.5,0.7637626158259734,-2.0,1.2857142857142858,-0.05096256237308472,0.05177889413909266,0.02682924507688056
2021-06-17,BTC,38341.421875,39513.671875,37439.67578125,38053.50390625,37096670047,1,3.0,1.0,0.0,0.0,False,0.4939,0.0,0.11,0.0,2.642857142857143,0.7480132415430966,2.0,1.1428571428571428,-0.007655308506355651,0.051221910190493984,0.036806829387182605
2021-06-18,BTC,38099.4765625,38187.26171875,35255.85546875,35787.24609375,36200887275,0,3.0,1.0,0.0,0.0,True,,,,,2.642857142857143,0.7480132415430966,0.0,1.0,-0.0595545108824469,0.05644165557702383,-0.04144039835917068
2021-06-19,BTC,35854.52734375,36457.796875,34933.0625,35615.87109375,31207279719,1,3.0,1.0,0.0,0.0,False,0.7184,0.0,0.154,0.0,2.642857142857143,0.7480132415430966,0.0,1.1428571428571428,-0.004788717174578294,0.05322680403862588,0.001782024918243641
2021-06-20,BTC,35563.140625,36059.484375,33432.07421875,35698.296875,36664034054,1,3.0,1.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2.642857142857143,0.7480132415430966,0.0,1.1428571428571428,0.002314299179515533,0.03158315249243133,-0.08695009277601917
2021-06-21,BTC,35641.14453125,35721.640625,31295.935546875,31676.693359375,52809038594,0,3.0,1.0,0.0,0.0,True,,,,,2.7142857142857144,0.755928946018456,0.0,0.8571428571428571,-0.11265533282181261,0.04373456785276432,-0.21238455389653965
2021-06-22,BTC,31622.376953125,33292.453125,28893.62109375,32505.66015625,58964353058,1,3.0,1.0,0.0,0.0,False,0.6808,0.0,0.123,0.0,2.7142857142857144,0.755928946018456,0.0,0.7142857142857143,0.02616961270137308,0.04739507865829892,-0.19552929450440137
2021-06-23,BTC,32515.71484375,34753.41015625,31772.6328125,33723.02734375,46317108925,1,2.0,0.0,0.0,1.0,False,0.4767,0.0,0.193,0.0,2.857142857142857,0.3779644730092318,-1.0,0.7142857142857143,0.0374509295196066,0.052279406146660864,-0.12058381671998997
2021-06-24,BTC,33682.80078125,35228.8515625,32385.21484375,34662.4375,33123368116,0,2.0,0.0,0.0,1.0,True,,,,,2.7142857142857144,0.48795003647426877,0.0,0.5714285714285714,0.027856637741157764,0.05498576302224388,-0.08911311858703874
2021-06-25,BTC,34659.10546875,35487.24609375,31350.884765625,31637.779296875,40230904226,1,2.0,0.0,0.0,1.0,False,0.1531,0.0,0.066,0.0,2.5714285714285716,0.5345224838248496,0.0,0.7142857142857143,-0.0872604012088013,0.05977725115232397,-0.11594820082005908
2021-06-26,BTC,31594.6640625,32637.587890625,30184.501953125,32186.27734375,38585385521,0,2.0,0.0,0.0,1.0,True,,,,,2.4285714285714284,0.5345224838248483,0.0,0.5714285714285714,0.017336806155961115,0.061031088348832904,-0.09629397357634295
2021-06-27,BTC,32287.5234375,34656.12890625,32071.7578125,34649.64453125,35511640894,1,3.0,1.0,0.0,0.0,False,0.7717,0.0,0.226,0.0,2.4285714285714284,0.5345224838248482,1.0,0.5714285714285714,0.07653470332064805,0.06987706609569899,-0.029375416631833406
2021-06-28,BTC,34679.12109375,35219.890625,33902.07421875,34434.3359375,33892523752,0,3.0,1.0,0.0,0.0,True,,,,,2.4285714285714284,0.5345224838248482,0.0,0.5714285714285714,-0.006213875976586625,0.050775132699985404,0.0870558851215717
2021-06-29,BTC,34475.55859375,36542.109375,34252.484375,35867.77734375,37901460044,1,2.0,0.0,0.0,1.0,False,0.34,0.0,0.156,0.0,2.2857142857142856,0.4879500364742648,-1.0,0.5714285714285714,0.04162825758718758,0.051763601181843526,0.10343174608172201
2021-06-30,BTC,35908.38671875,36074.7578125,34086.15234375,35040.8359375,34059036099,1,2.0,0.0,0.0,1.0,False,0.3818,0.0,0.148,0.0,2.2857142857142856,0.4879500364742648,0.0,0.5714285714285714,-0.02305527321430456,0.052501293062583845,0.03907741082427574
2021-07-01,BTC,35035.984375,35035.984375,32883.78125,33572.1171875,37838957079,0,2.0,0.0,0.0,1.0,True,,,,,2.2857142857142856,0.4879500364742648,0.0,0.5714285714285714,-0.04191448950075438,0.05440158047878657,-0.03145538488168931
2021-07-02,BTC,33549.6015625,33939.58984375,32770.6796875,33897.046875,38728974942,0,2.0,0.0,0.0,1.0,True,,,,,2.2857142857142856,0.4879500364742648,0.0,0.42857142857142855,0.00967855812266083,0.039852898073744085,0.07141043487676635
2021-07-03,BTC,33854.421875,34909.26171875,33402.6953125,34668.546875,24383958643,0,2.0,0.0,0.0,1.0,True,,,,,2.2857142857142856,0.4879500364742648,0.0,0.42857142857142855,0.022760094790705843,0.040058541890034216,0.07712198291027317
2021-07-04,BTC,34665.56640625,35937.56640625,34396.4765625,35287.78125,24924307911,0,,,,,True,,,,,2.1666666666666665,0.408248290463859,,0.2857142857142857,0.017861561294527206,0.028662250468506786,0.018416833055082904
2021-07-05,BTC,35284.34375,35284.34375,33213.66015625,33746.00390625,26721554282,0,,,,,True,,,,,2.0,0.0,,0.2857142857142857,-0.043691535402215154,0.033716874389974234,-0.01998969959808017
2021-07-06,BTC,33723.5078125,35038.53515625,33599.91796875,34235.1953125,26501259870,0,,,,,True,,,,,2.0,0.0,,0.14285714285714285,0.014496276584600176,0.029049726485485244,-0.045516676865801964
2021-07-07,BTC,34225.6796875,34997.6640625,33839.2890625,33855.328125,24796027477,0,,,,,True,,,,,2.0,0.0,,0.0,-0.011095808977648836,0.028238106410895313,-0.033832178393646495
2021-07-08,BTC,33889.60546875,33907.90625,32133.18359375,32877.37109375,29910396946,1,2.0,0.0,0.0,1.0,False,0.7482,0.0,0.169,0.131,2.0,0.0,,0.14285714285714285,-0.028886355129662422,0.02567896533150995,-0.020694140017141316
2021-07-09,BTC,32861.671875,34042.29296875,32318.880859375,33798.01171875,27436021028,1,2.0,0.0,0.0,1.0,False,0.1779,0.0,0.055,0.0,2.0,0.0,0.0,0.2857142857142857,0.02800225791699673,0.027981454447332587,-0.0029216455526407392
2021-07-10,BTC,33811.2421875,34209.0703125,33116.01171875,33520.51953125,22971873468,0,2.0,0.0,0.0,1.0,True,,,,,2.0,0.0,0.0,0.2857142857142857,-0.008210311003178261,0.0261573332710335,-0.033114377360242364
2021-07-11,BTC,33509.078125,34584.703125,33346.73828125,34240.1875,20108729370,1,2.0,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.42857142857142855,0.021469475378479208,0.026701360156884024,-0.02968715268829769
2021-07-12,BTC,34254.015625,34592.15625,32697.30859375,33155.84765625,24321499537,1,3.0,1.0,0.0,0.0,False,0.4005,0.0,0.105,0.0,2.2,0.4472135954999539,1.0,0.5714285714285714,-0.031668630428790756,0.023968633496656126,-0.017488181760409782
2021-07-13,BTC,33125.46875,33327.1015625,32261.419921875,32702.025390625,19120856669,0,3.0,1.0,0.0,0.0,True,,,,,2.3333333333333335,0.5163977794943208,0.0,0.5714285714285714,-0.013687548281983153,0.02303158835989838,-0.044783443116949484
2021-07-14,BTC,32723.845703125,33061.3984375,31639.125,32822.34765625,21376531210,0,3.0,1.0,0.0,0.0,True,,,,,2.4285714285714284,0.5345224838248483,0.0,0.5714285714285714,0.003679352094793975,0.023194928130289158,-0.030511607063326895
2021-07-15,BTC,32827.875,33159.640625,31175.708984375,31780.73046875,21300524237,1,3.0,1.0,0.0,0.0,False,0.5423,0.0,0.117,0.0,2.5714285714285716,0.5345224838248496,0.0,0.5714285714285714,-0.031734999531688124,0.023719573210397398,-0.033355483985411216
2021-07-16,BTC,31841.55078125,32218.40625,31100.673828125,31421.5390625,23699476918,1,2.0,0.0,0.0,1.0,False,0.6038,0.0,0.078,0.022,2.5714285714285716,0.5345224838248496,-1.0,0.5714285714285714,-0.011302175908234458,0.018874968433073486,-0.07031397811284901
2021-07-17,BTC,31397.30859375,31935.9453125,31223.990234375,31533.068359375,18895018942,1,3.0,1.0,0.0,0.0,False,0.5859,0.0,0.128,0.0,2.7142857142857144,0.48795003647426877,1.0,0.7142857142857143,0.003549453661488622,0.019592104938047913,-0.059290583787705575
2021-07-18,BTC,31533.884765625,32398.99609375,31215.4921875,31796.810546875,18787986667,2,2.0,0.0,0.0,1.0,False,0.59755,0.07813529932111353,0.2005,0.012,2.7142857142857144,0.48795003647426877,-1.0,0.8571428571428571,0.008363987433579023,0.016653635126877713,-0.07135991743985048
2021-07-19,BTC,31800.01171875,31885.859375,30563.734375,30817.83203125,20434789545,0,2.0,0.0,0.0,1.0,True,,,,,2.5714285714285716,0.5345224838248496,0.0,0.7142857142857143,-0.030788575922789052,0.01646860783557614,-0.07051593580836335
2021-07-20,BTC,30838.28515625,31006.1875,29360.955078125,29807.34765625,23148267245,0,2.0,0.0,0.0,1.0,True,,,,,2.4285714285714284,0.5345224838248483,0.0,0.7142857142857143,-0.03278895069501786,0.018576077404179006,-0.08851677227321963
2021-07-21,BTC,29796.28515625,32752.326171875,29526.18359375,32110.693359375,28203024559,0,2.0,0.0,0.0,1.0,True,,,,,2.2857142857142856,0.4879500364742649,0.0,0.7142857142857143,0.07727442675168827,0.03909051051012733,-0.021682004722154202
2021-07-22,BTC,32138.873046875,32576.400390625,31745.298828125,32313.10546875,19555230518,1,2.0,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,2.142857142857143,0.3779644730092234,0.0,0.7142857142857143,0.006303573302191001,0.03693175210562512,0.01675150294369354
2021-07-23,BTC,32305.958984375,33581.55078125,32057.892578125,33581.55078125,22552046192,1,3.0,1.0,0.0,0.0,False,0.3382,0.0,0.1,0.067,2.2857142857142856,0.4879500364742649,1.0,0.7142857142857143,0.03925482537500802,0.038587670848897054,0.0687430273371894
2021-07-24,BTC,33593.73046875,34490.390625,33424.859375,34292.4453125,21664706865,0,3.0,1.0,0.0,0.0,True,,,,,2.2857142857142856,0.4879500364742649,0.0,0.5714285714285714,0.021169199000986128,0.03865867096961413,0.08750740402668811
2021-07-25,BTC,34290.29296875,35364.92578125,33881.8359375,35350.1875,20856685287,0,3.0,1.0,0.0,0.0,True,,,,,2.4285714285714284,0.5345224838248483,0.0,0.2857142857142857,0.030844758309330533,0.03917036868657104,0.11175262210298098
2021-07-26,BTC,35384.03125,40499.67578125,35287.3125,37337.53515625,51022126212,3,2.333333333333333,0.6666666666666666,0.3333333333333333,0.0,False,0.14376666666666668,0.7231830081890291,0.09433333333333332,0.05833333333333333,2.476190476190476,0.5039526306789697,-0.666666666666667,0.7142857142857143,0.05621887171744144,0.035522266289977296,0.2115561898834697
2021-07-27,BTC,37276.03515625,39406.94140625,36441.7265625,39406.94140625,35097370560,0,2.333333333333333,0.6666666666666666,0.3333333333333333,0.0,True,,,,,2.5238095238095233,0.4657587540038485,0.0,0.7142857142857143,0.055424286615063156,0.024009540580310428,0.3220546108532121
2021-07-28,BTC,39503.1875,40816.0703125,38862.4375,39995.90625,38702404695,1,2.0,0.0,0.0,1.0,False,0.25,0.0,0.104,0.054,2.5238095238095233,0.4657587540038485,-0.33333333333333304,0.8571428571428571,0.014945713184850051,0.019397919157704488,0.24556345770474763
2021-07-29,BTC,39995.453125,40593.0703125,39352.05859375,40008.421875,27167146027,1,3.0,1.0,0.0,0.0,False,0.1779,0.0,0.041,0.0,2.6666666666666665,0.43033148291193735,1.0,0.8571428571428571,0.00031292265067750513,0.020803001582120347,0.23814846312720195
2021-07-30,BTC,40027.484375,42235.546875,38397.35546875,42235.546875,33072782960,1,2.0,0.0,0.0,1.0,False,0.7331,0.0,0.14,0.044,2.5238095238095233,0.4657587540038485,-1.0,0.8571428571428571,0.055666404612466414,0.02270430439669425,0.25770090696889114
2021-07-31,BTC,42196.3046875,42231.44921875,41110.83203125,41626.1953125,25802845343,2,3.0,1.0,0.0,0.0,False,0.7269,0.19940411229460642,0.165,0.0155,2.5238095238095233,0.4657587540038485,1.0,1.1428571428571428,-0.014427457617713135,0.02903366813538023,0.21385905651139914
2021-08-01,BTC,41460.84375,42541.6796875,39540.94140625,39974.89453125,26688438115,2,2.5,0.5,0.0,0.5,False,0.2521,0.0997020561473032,0.073,0.0285,2.452380952380952,0.41626965212518563,-0.5,1.4285714285714286,-0.039669750474507826,0.03868386111471496,0.13082553045157108
2021-08-02,BTC,39907.26171875,40419.1796875,38746.34765625,39201.9453125,25595265436,0,2.5,0.5,0.0,0.5,True,,,,,2.4761904761904767,0.4130797993547017,0.0,1.0,-0.019335866368471732,0.036855054459650066,0.04993393775051902
2021-08-03,BTC,39178.40234375,39750.03125,37782.05078125,38152.98046875,26189830450,1,2.0,0.0,0.0,1.0,False,0.3182,0.0,0.06,0.0,2.4285714285714284,0.4498677054212182,-0.5,1.1428571428571428,-0.02675797936526192,0.031810819995231374,-0.0318208136118151
2021-08-04,BTC,38213.33203125,39952.296875,37589.1640625,39747.50390625,25372562724,1,3.0,1.0,0.0,0.0,False,0.8309,0.0,0.196,0.0,2.5714285714285716,0.4498677054212196,1.0,1.1428571428571428,0.041792893187100555,0.03586168439489828,-0.006210694219486501
2021-08-05,BTC,39744.515625,41341.93359375,37458.00390625,40869.5546875,35185031017,0,3.0,1.0,0.0,0.0,True,,,,,2.5714285714285716,0.4498677054212196,0.0,1.0,0.02822946527400849,0.037463597640265425,0.0215237885460835
2021-08-06,BTC,40865.8671875,43271.66015625,39932.1796875,42816.5,38226483046,2,2.5,0.5,0.0,0.5,False,0.23835,0.33707780259162723,0.0595,0.0185,2.642857142857143,0.37796447300922914,-0.5,1.1428571428571428,0.04763803587748594,0.03568622535370308,0.013755075238385928
